0.03534	1
0.12171	1
0.34254	1973062
0.34255	5839438
0.34256	3273270
0.34257	4539230
0.34263	959342
0.34264	2730272
0.34265	1762320
0.34266	1288995
0.34267	1071570
0.34269	1961188
0.3427	4190729
0.34271	1660583
0.34312	3224370
0.34313	1962186
0.34314	1004428
0.34315	1621516
0.3432	628954
0.34321	644063
0.34322	536003
0.34323	427631
0.34324	451094
0.34325	836572
0.34326	753663
0.34327	784201
0.34328	1109892
0.34329	1640427
0.34346	800512
0.34347	2335620
0.34348	1713940
0.34349	1020938
0.3435	1225309
0.34351	716180
0.34353	2146610
0.34354	4729699
0.34355	936191
0.34393	1
0.34423	1
0.34477	1
0.34532	1
0.34614	3268247
0.34615	1947169
0.34616	996451
0.34617	1600633
0.34622	525879
0.34623	541344
0.34624	628468
0.34625	412301
0.34626	374997
0.34627	631486
0.34628	710880
0.34629	723810
0.3463	766167
0.34631	950805
0.34632	1546362
0.34673	607247
0.34674	718651
0.34675	546198
0.34676	429821
0.34677	467501
0.34678	301059
0.34679	292009
0.3468	368377
0.34681	294432
0.34682	284132
0.34683	335019
0.34684	358555
0.34685	247016
0.34686	179659
0.34687	162044
0.34688	164923
0.34689	172610
0.3469	180467
0.34691	195423
0.34692	263174
0.34693	265176
0.34694	238364
0.34695	289034
0.34696	451609
0.34708	739751
0.34709	528741
0.3471	474145
0.34711	388186
0.34712	371596
0.34713	680479
0.34714	727646
0.34715	792952
0.34716	937768
0.34717	1439475
0.34718	731761
0.3483	909624
0.34831	2261841
0.34832	1579429
0.34833	988122
0.34834	996886
0.34835	1076598
0.34841	649224
0.34842	474607
0.34843	549916
0.34844	374630
0.34845	346624
0.34846	436330
0.34847	765533
0.34848	649472
0.34849	660910
0.3485	913611
0.34851	1309070
0.34852	682572
0.3487	1205881
0.34871	2078042
0.34872	1692555
0.34873	943180
0.34874	1228520
0.34875	664321
0.34877	2181722
0.34878	4929275
0.34879	701503
0.34939	1
0.36357	1
0.36489	3000420
0.3649	2007660
0.36491	1087407
0.36492	1391029
0.36493	325984
0.36497	502610
0.36498	557744
0.36499	630874
0.365	416041
0.36501	378622
0.36502	642656
0.36503	710146
0.36504	726551
0.36505	777668
0.36506	967475
0.36507	1502112
0.36549	717460
0.3655	678987
0.36551	500805
0.36552	404997
0.36553	428929
0.36554	312873
0.36555	275029
0.36556	339632
0.36557	282810
0.36558	272213
0.36559	291287
0.3656	444420
0.36561	194414
0.36562	189342
0.36563	152774
0.36564	151719
0.36565	155166
0.36566	164023
0.36567	167354
0.36568	181020
0.36569	238473
0.3657	266789
0.36571	196571
0.36572	249949
0.36573	405545
0.36574	149918
0.36586	372647
0.36587	547694
0.36588	466454
0.36589	392131
0.3659	346204
0.36591	327360
0.36592	413024
0.36593	800968
0.36594	664182
0.36595	651009
0.36596	988987
0.36597	1504970
0.36598	336870
0.36862	425062
0.36863	754259
0.36864	637466
0.36865	452512
0.36866	458868
0.36867	333559
0.36868	293896
0.36869	369656
0.3687	291256
0.36871	282852
0.36872	320622
0.36873	372550
0.36874	231058
0.36875	177079
0.36876	151263
0.36877	150031
0.36878	155909
0.36879	165024
0.3688	162317
0.36881	189897
0.36882	264077
0.36883	199530
0.36884	201417
0.36885	226139
0.36886	347705
0.36887	198496
0.36915	321920
0.36916	163739
0.36917	124098
0.36918	109156
0.36919	112346
0.3692	106551
0.36921	62282
0.36922	59426
0.36923	169528
0.36924	124151
0.36925	101752
0.36926	94314
0.36927	79279
0.36928	74348
0.36929	73238
0.3693	72965
0.36931	74603
0.36932	72064
0.36933	67190
0.36934	70489
0.36935	65181
0.36936	66883
0.36937	66043
0.36938	65410
0.36939	68162
0.3694	77968
0.36941	81127
0.36942	91288
0.36943	108061
0.36944	48148
0.36945	270071
0.36946	151701
0.36947	129430
0.36948	125506
0.36949	115992
0.3695	110465
0.36951	124842
0.36952	120985
0.36953	121050
0.36954	153319
0.36955	156779
0.36956	120764
0.36957	124074
0.36958	106509
0.36959	113977
0.3696	155510
0.36961	206987
0.36962	171537
0.36963	163733
0.36964	172226
0.36965	186944
0.36966	192764
0.36967	235990
0.36968	359671
0.36969	209217
0.3697	314254
0.36971	526493
0.37073	739472
0.37074	604221
0.37075	468065
0.37076	381236
0.37077	355508
0.37078	372052
0.37079	233546
0.3708	294511
0.37081	302961
0.37082	259390
0.37083	255454
0.37084	281075
0.37085	414108
0.37086	195098
0.37087	180751
0.37088	148859
0.37089	149380
0.3709	152541
0.37091	163122
0.37092	166575
0.37093	181466
0.37094	239140
0.37095	272152
0.37096	203312
0.37097	259109
0.37098	539395
0.3711	384322
0.37111	575580
0.37112	544498
0.37113	410376
0.37114	379038
0.37115	437698
0.37116	819970
0.37117	752060
0.37118	823395
0.37119	1156216
0.3712	1529347
0.37332	1
0.37478	1
0.37624	1
0.37706	1
0.37815	956542
0.37816	2299481
0.37817	1697992
0.37818	848266
0.37819	982798
0.3782	1027421
0.37826	541459
0.37827	466929
0.37828	521238
0.37829	353733
0.3783	318838
0.37831	308095
0.37832	438558
0.37833	673143
0.37834	537040
0.37835	587497
0.37836	682084
0.37837	773324
0.37838	1279947
0.37839	330614
0.37887	395152
0.37888	622282
0.37889	611054
0.3789	402306
0.37891	354153
0.37892	431923
0.37893	237605
0.37894	251153
0.37895	305618
0.37896	273762
0.37897	249682
0.37898	256515
0.37899	304027
0.379	306041
0.37901	219277
0.37902	165005
0.37903	139045
0.37904	141179
0.37905	146445
0.37906	157094
0.37907	157215
0.37908	170521
0.37909	218189
0.3791	274250
0.37911	163839
0.37912	239038
0.37913	308090
0.37914	312040
0.37927	590172
0.37928	428706
0.37929	522917
0.3793	357692
0.37931	334426
0.37932	354691
0.37933	663043
0.37934	641653
0.37935	715876
0.37936	798838
0.37937	1067198
0.37938	1337288
0.38057	1739619
0.38058	1874584
0.38059	1521943
0.3806	799909
0.38061	955993
