0	-0.00309753
1	-0.106262
2	-0.198761
3	-0.30542
4	-0.341736
5	-0.37323
6	-0.407799
7	-0.468132
8	-0.491905
9	-0.521408
10	-0.563988
11	-0.601494
12	-0.649002
13	-0.69117
14	-0.741425
15	-0.808708
16	-0.864922
17	-0.903221
18	-0.910164
19	-0.910019
20	-0.913422
21	-0.913139
22	-0.911629
23	-0.911415
24	-0.911339
25	-0.910156
26	-0.91188
27	-0.911438
28	-0.912163
29	-0.912285
30	-0.911957
31	-0.909874
32	-0.913094
33	-0.913391
34	-0.91021
35	-0.912842
36	-0.910423
37	-0.908951
38	-0.9095
39	-0.908478
40	-0.910164
41	-0.909683
42	-0.913155
43	-0.909729
44	-0.912086
45	-0.912987
46	-0.913284
47	-0.913857
48	-0.914406
49	-0.911659
50	-0.908371


0	-0.00242615
1	-0.0633621
2	-0.0273285
3	-0.0290146
4	-0.0675278
5	-0.0435638
6	0.0414581
7	0.0853348
8	0.0559921
9	0.0940018
10	0.0338516
11	0.0907898
12	0.108803
13	0.105675
14	0.0798035
15	0.12429
16	0.163704
17	0.140442
18	0.0984497
19	0.126038
20	0.12001
21	0.163773
22	0.105812
23	0.0971298
24	0.0900345
25	0.0216522
26	-0.00596619
27	0.00186157
28	-0.0194626
29	-0.0262833
30	0.0263672
31	-0.000801086
32	0.0162506
33	-0.0570297
34	-0.0398254
35	0.0090332
36	-0.0560226
37	-0.0226212
38	0.00785828
39	-0.0232925
40	-0.088913
41	-0.0128326
42	0.0263062
43	0.000167847
44	-0.00858307
45	-0.0219269
46	-0.0284729
47	-0.0370483
48	-0.0253754
49	0.00247955
50	0.0426102


0	0.00340271
1	-0.0795746
2	-0.0776901
3	-0.0381165
4	-0.00453186
5	0.128014
6	0.201248
7	0.265991
8	0.183548
9	0.2379
10	0.289558
11	0.288002
12	0.409836
13	0.426567
14	0.455711
15	0.379448
16	0.463959
17	0.399109
18	0.294838
19	0.28894
20	0.307129
21	0.313721
22	0.291603
23	0.377464
24	0.362946
25	0.340416
26	0.328575
27	0.278885
28	0.271065
29	0.325233
30	0.348526
31	0.310944
32	0.405434
33	0.417046
34	0.353813
35	0.436035
36	0.392555
37	0.379944
38	0.424088
39	0.422241
40	0.478287
41	0.464844
42	0.388725
43	0.520424
44	0.502693
45	0.52935
46	0.557327
47	0.57148
48	0.563492
49	0.623016
50	0.623833


0	9.15527e-05
1	0.0393295
2	0.0164719
3	0.118324
4	0.136063
5	0.110771
6	0.153046
7	0.266144
8	0.155464
9	0.137306
10	0.0951462
11	0.106224
12	0.127876
13	0.108955
14	0.193184
15	0.169319
16	0.13446
17	0.126328
18	0.148926
19	0.0987625
20	0.0390167
21	0.000579834
22	-0.00393677
23	-0.0508347
24	-0.058075
25	-0.150116
26	-0.121208
27	-0.0537796
28	-0.0410385
29	-0.0772934
30	-0.0428772
31	-0.141899
32	-0.0875549
33	-0.141129
34	-0.137947
35	-0.143646
36	-0.190369
37	-0.200142
38	-0.19706
39	-0.212318
40	-0.246262
41	-0.219391
42	-0.315002
43	-0.285118
44	-0.173096
45	-0.035675
46	-0.122688
47	-0.0153275
48	0.0292587
49	-0.0119095
50	0.0673599


0	-0.00246429
1	-0.0180664
2	-0.0129471
3	0.0212173
4	-0.031189
5	0.0141907
6	-0.0154572
7	-0.0266953
8	-0.0381927
9	0.00491333
10	0.00640869
11	0.0247498
12	-0.0203247
13	-0.0194473
14	0.0432358
15	0.00850677
16	0.0556107
17	-0.0253601
18	-0.067215
19	0.0597687
20	-0.039711
21	0.021492
22	-0.0109406
23	-0.0626678
24	-0.0255508
25	-0.0514526
26	-0.0394974
27	-0.00337982
28	0.0191727
29	0.00163269
30	0.0100784
31	0.00595093
32	-0.0279388
33	0.00799561
34	0.00545502
35	0.0556641
36	-0.0108795
37	-0.000465393
38	0.0259323
39	-0.0172882
40	0.034256
41	0.055809
42	0.0436859
43	-0.000343323
44	-0.0290146
45	0.00138855
46	0.011055
47	0.0257263
48	0.0177917
49	0.00645447
50	0.000907898



