1	1.95
2	1.575
3	2.7
4	2.325
5	2.1375
6	2.04375
7	1.99688
8	2.02031
9	2.00859
10	2.00273
11	1.9998
12	2.00127
13	2.00054
14	2.00017
15	1.99999
16	2.00008
17	2.00003
18	2.00001
19	2
20	2
21	2
22	2
